,mean,std,var,skew,kurtosis
R,129.82119469928645,42.715508456663926,1824.6146627113276,0.9623583959554504,0.4154765831360532
G,125.05742711518859,42.26091256313267,1785.984730668745,1.0053694866318061,0.47888269594500477
B,125.68809785932721,38.56461167481876,1487.229273629567,1.1773872601023527,1.011117259415018
L,126.54070796819565,41.830784668553505,1749.8145459868913,1.021172350814984,0.5139321637595757
